item_i_index,item_j_index,item_i,item_j,distance,d_ij,c_j
53,32,Breyer's Ice Cream,Detergent,95,9.5,12.99
53,33,Breyer's Ice Cream,Broom,110,11.0,13.99
53,34,Breyer's Ice Cream,Dog Treats,140,14.0,3.99
53,35,Breyer's Ice Cream,Air Freshner,150,15.0,6.99
53,36,Breyer's Ice Cream,Oreos,130,13.0,3.99
53,37,Breyer's Ice Cream,Popcorn,120,12.0,3.49
53,38,Breyer's Ice Cream,Gatorade (12),100,10.0,6.99
53,39,Breyer's Ice Cream,Redbull (4),95,9.5,7.99
53,40,Breyer's Ice Cream,Ritz,80,8.0,3.99
53,41,Breyer's Ice Cream,Coca Cola (12),70,7.0,5.99
53,42,Breyer's Ice Cream,LaCroix (12),80,8.0,5.49
53,43,Breyer's Ice Cream,Pepsi (12),75,7.5,5.99
53,44,Breyer's Ice Cream,Seltzer (6),120,12.0,3.99
53,45,Breyer's Ice Cream,Bottled Water (24),105,10.5,4.99
53,46,Breyer's Ice Cream,Milk Gallon,60,6.0,3.79
53,47,Breyer's Ice Cream,Butter Sticks,90,9.0,2.99
53,48,Breyer's Ice Cream,Cookie Dough,95,9.5,3.99
53,49,Breyer's Ice Cream,Chobani (4),110,11.0,4.49
53,50,Breyer's Ice Cream,Eggs (12),100,10.0,3.99
53,51,Breyer's Ice Cream,Waffles,50,5.0,3.79
53,52,Breyer's Ice Cream,Taquitos,10,1.0,6.99
53,53,Breyer's Ice Cream,Breyer's Ice Cream,0,0.0,4.99
53,54,Breyer's Ice Cream,Lasagna,20,2.0,9.99
53,55,Breyer's Ice Cream,Bagel Bites,30,3.0,2.79
53,56,Breyer's Ice Cream,"Pizza (12"")",60,6.0,8.99
54,0,Lasagna,Start Node,155,15.5,0
54,1,Lasagna,Coffee Beans,170,17.0,6.99
54,2,Lasagna,K-Cups,190,19.0,10.99
54,3,Lasagna,Capt. Crunch,200,20.0,3.99
54,4,Lasagna,Chewy Bars,175,17.5,3.69
54,5,Lasagna,Granola,165,16.5,5.49
54,6,Lasagna,Hershey's,170,17.0,2.69
54,7,Lasagna,Flour,190,19.0,4.99
54,8,Lasagna,Syrup,200,20.0,2.49
54,9,Lasagna,Brownie Mix,170,17.0,2.29
54,10,Lasagna,Seasoning,155,15.5,3.99
54,11,Lasagna,Soup,160,16.0,1.99
54,12,Lasagna,Mac & Cheese,180,18.0,2.69
54,13,Lasagna,Ketchup,170,17.0,3.49
54,14,Lasagna,Pickles,165,16.5,2.99
54,15,Lasagna,Italian Dressing,160,16.0,3.99
54,16,Lasagna,Soy Sauce,140,14.0,2.49
54,17,Lasagna,Penne,145,14.5,3.49
54,18,Lasagna,CapriSun,150,15.0,2.49
54,19,Lasagna,Tortillas,170,17.0,1.99
54,20,Lasagna,Tomato Sauce,140,14.0,2.99
54,21,Lasagna,Ibuprofen,135,13.5,5.49
54,22,Lasagna,Diapers,150,15.0,25.99
54,23,Lasagna,Tootpaste,130,13.0,3.99
54,24,Lasagna,Tampons,140,14.0,5.29
54,25,Lasagna,Shampoo,125,12.5,8.99
54,26,Lasagna,Toilet Paper,120,12.0,7.99
54,27,Lasagna,Paper Towels,130,13.0,9.99
54,28,Lasagna,Napkins,150,15.0,3.29
54,29,Lasagna,Solo Cups,150,15.0,5.69
54,30,Lasagna,Trash Bags,120,12.0,8.99
54,31,Lasagna,Dish Soap,110,11.0,2.99
54,32,Lasagna,Detergent,115,11.5,12.99
54,33,Lasagna,Broom,130,13.0,13.99
54,34,Lasagna,Dog Treats,140,14.0,3.99
54,35,Lasagna,Air Freshner,130,13.0,6.99
54,36,Lasagna,Oreos,110,11.0,3.99
54,37,Lasagna,Popcorn,140,14.0,3.49
54,38,Lasagna,Gatorade (12),120,12.0,6.99
54,39,Lasagna,Redbull (4),115,11.5,7.99
54,40,Lasagna,Ritz,100,10.0,3.99
54,41,Lasagna,Coca Cola (12),90,9.0,5.99
54,42,Lasagna,LaCroix (12),100,10.0,5.49
54,43,Lasagna,Pepsi (12),95,9.5,5.99
54,44,Lasagna,Seltzer (6),100,10.0,3.99
54,45,Lasagna,Bottled Water (24),85,8.5,4.99
54,46,Lasagna,Milk Gallon,80,8.0,3.79
54,47,Lasagna,Butter Sticks,110,11.0,2.99
54,48,Lasagna,Cookie Dough,115,11.5,3.99
54,49,Lasagna,Chobani (4),110,11.0,4.49
54,50,Lasagna,Eggs (12),80,8.0,3.99
54,51,Lasagna,Waffles,30,3.0,3.79
54,52,Lasagna,Taquitos,10,1.0,6.99
54,53,Lasagna,Breyer's Ice Cream,20,2.0,4.99
54,54,Lasagna,Lasagna,0,0.0,9.99
54,55,Lasagna,Bagel Bites,10,1.0,2.79
54,56,Lasagna,"Pizza (12"")",40,4.0,8.99
55,0,Bagel Bites,Start Node,165,16.5,0
55,1,Bagel Bites,Coffee Beans,180,18.0,6.99
55,2,Bagel Bites,K-Cups,200,20.0,10.99
55,3,Bagel Bites,Capt. Crunch,190,19.0,3.99
55,4,Bagel Bites,Chewy Bars,165,16.5,3.69
55,5,Bagel Bites,Granola,155,15.5,5.49
55,6,Bagel Bites,Hershey's,160,16.0,2.69
55,7,Bagel Bites,Flour,180,18.0,4.99
55,8,Bagel Bites,Syrup,190,19.0,2.49
55,9,Bagel Bites,Brownie Mix,180,18.0,2.29
55,10,Bagel Bites,Seasoning,165,16.5,3.99
55,11,Bagel Bites,Soup,170,17.0,1.99
55,12,Bagel Bites,Mac & Cheese,190,19.0,2.69
55,13,Bagel Bites,Ketchup,160,16.0,3.49
55,14,Bagel Bites,Pickles,155,15.5,2.99
55,15,Bagel Bites,Italian Dressing,150,15.0,3.99
55,16,Bagel Bites,Soy Sauce,130,13.0,2.49
55,17,Bagel Bites,Penne,135,13.5,3.49
55,18,Bagel Bites,CapriSun,140,14.0,2.49
55,19,Bagel Bites,Tortillas,180,18.0,1.99
55,20,Bagel Bites,Tomato Sauce,150,15.0,2.99
55,21,Bagel Bites,Ibuprofen,145,14.5,5.49
55,22,Bagel Bites,Diapers,160,16.0,25.99
55,23,Bagel Bites,Tootpaste,120,12.0,3.99
55,24,Bagel Bites,Tampons,130,13.0,5.29
55,25,Bagel Bites,Shampoo,115,11.5,8.99
55,26,Bagel Bites,Toilet Paper,130,13.0,7.99
55,27,Bagel Bites,Paper Towels,140,14.0,9.99
55,28,Bagel Bites,Napkins,160,16.0,3.29
55,29,Bagel Bites,Solo Cups,140,14.0,5.69
55,30,Bagel Bites,Trash Bags,110,11.0,8.99
55,31,Bagel Bites,Dish Soap,120,12.0,2.99
55,32,Bagel Bites,Detergent,125,12.5,12.99
55,33,Bagel Bites,Broom,140,14.0,13.99
55,34,Bagel Bites,Dog Treats,130,13.0,3.99
55,35,Bagel Bites,Air Freshner,120,12.0,6.99
55,36,Bagel Bites,Oreos,100,10.0,3.99
55,37,Bagel Bites,Popcorn,130,13.0,3.49
55,38,Bagel Bites,Gatorade (12),130,13.0,6.99
55,39,Bagel Bites,Redbull (4),125,12.5,7.99
55,40,Bagel Bites,Ritz,110,11.0,3.99
55,41,Bagel Bites,Coca Cola (12),100,10.0,5.99
55,42,Bagel Bites,LaCroix (12),110,11.0,5.49
55,43,Bagel Bites,Pepsi (12),105,10.5,5.99
55,44,Bagel Bites,Seltzer (6),90,9.0,3.99
55,45,Bagel Bites,Bottled Water (24),75,7.5,4.99
55,46,Bagel Bites,Milk Gallon,90,9.0,3.79
55,47,Bagel Bites,Butter Sticks,120,12.0,2.99
55,48,Bagel Bites,Cookie Dough,115,11.5,3.99
55,49,Bagel Bites,Chobani (4),100,10.0,4.49
55,50,Bagel Bites,Eggs (12),70,7.0,3.99
55,51,Bagel Bites,Waffles,20,2.0,3.79
55,52,Bagel Bites,Taquitos,20,2.0,6.99
55,53,Bagel Bites,Breyer's Ice Cream,30,3.0,4.99
55,54,Bagel Bites,Lasagna,10,1.0,9.99
55,55,Bagel Bites,Bagel Bites,0,0.0,2.79
55,56,Bagel Bites,"Pizza (12"")",30,3.0,8.99
56,0,"Pizza (12"")",Start Node,195,19.5,0
56,1,"Pizza (12"")",Coffee Beans,210,21.0,6.99
56,2,"Pizza (12"")",K-Cups,190,19.0,10.99
56,3,"Pizza (12"")",Capt. Crunch,160,16.0,3.99
56,4,"Pizza (12"")",Chewy Bars,135,13.5,3.69
56,5,"Pizza (12"")",Granola,125,12.5,5.49
56,6,"Pizza (12"")",Hershey's,130,13.0,2.69
56,7,"Pizza (12"")",Flour,150,15.0,4.99
56,8,"Pizza (12"")",Syrup,160,16.0,2.49
56,9,"Pizza (12"")",Brownie Mix,190,19.0,2.29
56,10,"Pizza (12"")",Seasoning,195,19.5,3.99
56,11,"Pizza (12"")",Soup,180,18.0,1.99
56,12,"Pizza (12"")",Mac & Cheese,160,16.0,2.69
56,13,"Pizza (12"")",Ketchup,130,13.0,3.49
56,14,"Pizza (12"")",Pickles,125,12.5,2.99
56,15,"Pizza (12"")",Italian Dressing,120,12.0,3.99
56,16,"Pizza (12"")",Soy Sauce,100,10.0,2.49
56,17,"Pizza (12"")",Penne,105,10.5,3.49
56,18,"Pizza (12"")",CapriSun,110,11.0,2.49
56,19,"Pizza (12"")",Tortillas,150,15.0,1.99
56,20,"Pizza (12"")",Tomato Sauce,180,18.0,2.99
56,21,"Pizza (12"")",Ibuprofen,165,16.5,5.49
56,22,"Pizza (12"")",Diapers,150,15.0,25.99
56,23,"Pizza (12"")",Tootpaste,90,9.0,3.99
56,24,"Pizza (12"")",Tampons,100,10.0,5.29
56,25,"Pizza (12"")",Shampoo,85,8.5,8.99
56,26,"Pizza (12"")",Toilet Paper,160,16.0,7.99
56,27,"Pizza (12"")",Paper Towels,150,15.0,9.99
56,28,"Pizza (12"")",Napkins,130,13.0,3.29
56,29,"Pizza (12"")",Solo Cups,110,11.0,5.69
56,30,"Pizza (12"")",Trash Bags,80,8.0,8.99
56,31,"Pizza (12"")",Dish Soap,150,15.0,2.99
56,32,"Pizza (12"")",Detergent,145,14.5,12.99
56,33,"Pizza (12"")",Broom,130,13.0,13.99
56,34,"Pizza (12"")",Dog Treats,100,10.0,3.99
56,35,"Pizza (12"")",Air Freshner,90,9.0,6.99
56,36,"Pizza (12"")",Oreos,70,7.0,3.99
56,37,"Pizza (12"")",Popcorn,100,10.0,3.49
56,38,"Pizza (12"")",Gatorade (12),120,12.0,6.99
56,39,"Pizza (12"")",Redbull (4),125,12.5,7.99
56,40,"Pizza (12"")",Ritz,140,14.0,3.99
56,41,"Pizza (12"")",Coca Cola (12),130,13.0,5.99
56,42,"Pizza (12"")",LaCroix (12),120,12.0,5.49
56,43,"Pizza (12"")",Pepsi (12),125,12.5,5.99
56,44,"Pizza (12"")",Seltzer (6),60,6.0,3.99
56,45,"Pizza (12"")",Bottled Water (24),45,4.5,4.99
56,46,"Pizza (12"")",Milk Gallon,120,12.0,3.79
56,47,"Pizza (12"")",Butter Sticks,90,9.0,2.99
56,48,"Pizza (12"")",Cookie Dough,85,8.5,3.99
56,49,"Pizza (12"")",Chobani (4),70,7.0,4.49
56,50,"Pizza (12"")",Eggs (12),40,4.0,3.99
56,51,"Pizza (12"")",Waffles,10,1.0,3.79
56,52,"Pizza (12"")",Taquitos,50,5.0,6.99
56,53,"Pizza (12"")",Breyer's Ice Cream,60,6.0,4.99
56,54,"Pizza (12"")",Lasagna,40,4.0,9.99
56,55,"Pizza (12"")",Bagel Bites,30,3.0,2.79
56,56,"Pizza (12"")","Pizza (12"")",0,0.0,8.99
